l_freq_filter,h_freq_filter,channels_to_drop,baseline_correction,projectors_to_apply,selected_frequency,tmin,tmax,"(1, 5)","(2, 4)","(1, 3)"
0.1,40,[],,"slice(1, 2, None)",128,0.3,4.5,0.5342857241630554,0.550000011920929,0.5414285659790039
0.1,40,[],,"slice(1, 2, None)",64,0.0,2.0,0.5142857432365417,0.5099999904632568,0.5342857241630554
0.1,40,[],,"slice(1, 2, None)",64,0.0,4.5,0.5057142972946167,0.5199999809265137,0.5299999713897705
0.1,40,[],,"slice(1, 2, None)",64,0.3,2.0,0.5099999904632568,0.5285714268684387,0.5257142782211304
0.1,40,[],,"slice(1, 2, None)",64,0.3,4.5,0.5157142877578735,0.5285714268684387,0.5114285945892334
0.1,40,[],,"slice(1, 5, None)",256,0.0,2.0,0.5171428322792053,0.5114285945892334,0.5171428322792053
0.1,40,[],,"slice(1, 5, None)",256,0.0,4.5,0.5414285659790039,0.5542857050895691,0.5285714268684387
0.1,40,[],,"slice(1, 5, None)",256,0.3,2.0,0.5099999904632568,0.5042856931686401,0.5257142782211304
0.1,40,[],,"slice(1, 5, None)",256,0.3,4.5,0.5514285564422607,0.5400000214576721,0.5528571605682373
0.1,40,[],,"slice(1, 5, None)",128,0.0,2.0,0.5142857432365417,0.5042856931686401,0.5199999809265137
0.1,40,[],,"slice(1, 5, None)",128,0.0,4.5,0.5114285945892334,0.5328571200370789,0.5171428322792053
0.1,40,[],,"slice(1, 5, None)",128,0.3,2.0,0.5171428322792053,0.5057142972946167,0.5257142782211304
0.1,40,[],,"slice(1, 5, None)",128,0.3,4.5,0.5428571701049805,0.5414285659790039,0.522857129573822
0.1,40,[],,"slice(1, 5, None)",64,0.0,2.0,0.5199999809265137,0.5271428823471069,0.5099999904632568
0.1,40,[],,"slice(1, 5, None)",64,0.0,4.5,0.5142857432365417,0.5114285945892334,0.5214285850524902
0.1,40,[],,"slice(1, 5, None)",64,0.3,2.0,0.5,0.5342857241630554,0.5114285945892334
0.1,40,[],,"slice(1, 5, None)",64,0.3,4.5,0.545714259147644,0.5342857241630554,0.5142857432365417
0.1,40,[],"(None, 0)","slice(None, 1, None)",256,0.0,2.0,0.5514285564422607,0.5271428823471069,0.5142857432365417
0.1,40,[],"(None, 0)","slice(None, 1, None)",256,0.0,4.5,0.5699999928474426,0.5685714483261108,0.5699999928474426
0.1,40,[],"(None, 0)","slice(None, 1, None)",256,0.3,2.0,0.5314285755157471,0.5400000214576721,0.5157142877578735
0.1,40,[],"(None, 0)","slice(None, 1, None)",256,0.3,4.5,0.5828571319580078,0.5757142901420593,0.5914285778999329
0.1,40,[],"(None, 0)","slice(None, 1, None)",128,0.0,2.0,0.5485714077949524,0.5199999809265137,0.5128571391105652
0.1,40,[],"(None, 0)","slice(None, 1, None)",128,0.0,4.5,0.5471428632736206,0.550000011920929,0.5471428632736206
0.1,40,[],"(None, 0)","slice(None, 1, None)",128,0.3,2.0,0.5842857360839844,0.5571428537368774,0.5099999904632568
0.1,40,[],"(None, 0)","slice(None, 1, None)",128,0.3,4.5,0.572857141494751,0.5885714292526245,0.5385714173316956
0.1,40,[],"(None, 0)","slice(None, 1, None)",64,0.0,2.0,0.5214285850524902,0.5257142782211304,0.5171428322792053
0.1,40,[],"(None, 0)","slice(None, 1, None)",64,0.0,4.5,0.5371428728103638,0.5685714483261108,0.5785714387893677
0.1,40,[],"(None, 0)","slice(None, 1, None)",64,0.3,2.0,0.5242857336997986,0.5600000023841858,0.5128571391105652
0.1,40,[],"(None, 0)","slice(None, 1, None)",64,0.3,4.5,0.5357142686843872,0.5542857050895691,0.5314285755157471
0.1,40,[],"(None, 0)","slice(1, 2, None)",256,0.0,2.0,0.5185714364051819,0.5257142782211304,0.5142857432365417
0.1,40,[],"(None, 0)","slice(1, 2, None)",256,0.0,4.5,0.5642856955528259,0.5342857241630554,0.5400000214576721
0.1,40,[],"(None, 0)","slice(1, 2, None)",256,0.3,2.0,0.5071428418159485,0.5171428322792053,0.5014285445213318
0.1,40,[],"(None, 0)","slice(1, 2, None)",256,0.3,4.5,0.5600000023841858,0.5257142782211304,0.5528571605682373
0.1,40,[],"(None, 0)","slice(1, 2, None)",128,0.0,2.0,0.5114285945892334,0.5071428418159485,0.545714259147644
0.1,40,[],"(None, 0)","slice(1, 2, None)",128,0.0,4.5,0.5271428823471069,0.5328571200370789,0.5171428322792053
0.1,40,[],"(None, 0)","slice(1, 2, None)",128,0.3,2.0,0.5342857241630554,0.5171428322792053,0.5128571391105652
0.1,40,[],"(None, 0)","slice(1, 2, None)",128,0.3,4.5,0.5371428728103638,0.5314285755157471,0.5400000214576721
0.1,40,[],"(None, 0)","slice(1, 2, None)",64,0.0,2.0,0.5242857336997986,0.5357142686843872,0.5099999904632568
0.1,40,[],"(None, 0)","slice(1, 2, None)",64,0.0,4.5,0.5128571391105652,0.5242857336997986,0.5299999713897705
0.1,40,[],"(None, 0)","slice(1, 2, None)",64,0.3,2.0,0.5099999904632568,0.5057142972946167,0.5428571701049805
0.1,40,[],"(None, 0)","slice(1, 2, None)",64,0.3,4.5,0.5171428322792053,0.5371428728103638,0.508571445941925
0.1,40,[],"(None, 0)","slice(1, 5, None)",256,0.0,2.0,0.5157142877578735,0.5428571701049805,0.5157142877578735
0.1,40,[],"(None, 0)","slice(1, 5, None)",256,0.0,4.5,0.5357142686843872,0.5299999713897705,0.5357142686843872
0.1,40,[],"(None, 0)","slice(1, 5, None)",256,0.3,2.0,0.5185714364051819,0.5314285755157471,0.5199999809265137
0.1,40,[],"(None, 0)","slice(1, 5, None)",256,0.3,4.5,0.5542857050895691,0.5328571200370789,0.550000011920929
0.1,40,[],"(None, 0)","slice(1, 5, None)",128,0.0,2.0,0.5214285850524902,0.5,0.5199999809265137
0.1,40,[],"(None, 0)","slice(1, 5, None)",128,0.0,4.5,0.5214285850524902,0.5128571391105652,0.5299999713897705
0.1,40,[],"(None, 0)","slice(1, 5, None)",128,0.3,2.0,0.5099999904632568,0.5014285445213318,0.5
0.1,40,[],"(None, 0)","slice(1, 5, None)",128,0.3,4.5,0.5614285469055176,0.5442857146263123,0.5328571200370789
0.1,40,[],"(None, 0)","slice(1, 5, None)",64,0.0,2.0,0.5114285945892334,0.5285714268684387,0.522857129573822
0.1,40,[],"(None, 0)","slice(1, 5, None)",64,0.0,4.5,0.5199999809265137,0.5071428418159485,0.5128571391105652
0.1,40,[],"(None, 0)","slice(1, 5, None)",64,0.3,2.0,0.5142857432365417,0.5128571391105652,0.5299999713897705
0.1,40,[],"(None, 0)","slice(1, 5, None)",64,0.3,4.5,0.5385714173316956,0.5128571391105652,0.5357142686843872
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",256,0.0,2.0,0.5414285659790039,0.5242857336997986,0.508571445941925
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",256,0.0,4.5,0.595714271068573,0.5885714292526245,0.5899999737739563
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",256,0.3,2.0,0.5514285564422607,0.5099999904632568,0.5171428322792053
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",256,0.3,4.5,0.5614285469055176,0.5742856860160828,0.5657142996788025
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",128,0.0,2.0,0.5271428823471069,0.5128571391105652,0.5199999809265137
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",128,0.0,4.5,0.5485714077949524,0.5785714387893677,0.572857141494751
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",128,0.3,2.0,0.522857129573822,0.5142857432365417,0.5357142686843872
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",128,0.3,4.5,0.5685714483261108,0.5771428346633911,0.5271428823471069
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",64,0.0,2.0,0.5299999713897705,0.5171428322792053,0.5114285945892334
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",64,0.0,4.5,0.545714259147644,0.5614285469055176,0.5342857241630554
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",64,0.3,2.0,0.5185714364051819,0.5199999809265137,0.5342857241630554
0.1,40,"['AFz', 'F7', 'F6']",,"slice(None, 1, None)",64,0.3,4.5,0.5528571605682373,0.5785714387893677,0.5571428537368774
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",256,0.0,2.0,0.5057142972946167,0.5071428418159485,0.5242857336997986
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",256,0.0,4.5,0.5400000214576721,0.5257142782211304,0.5485714077949524
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",256,0.3,2.0,0.5071428418159485,0.5185714364051819,0.5042856931686401
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",256,0.3,4.5,0.5557143092155457,0.5385714173316956,0.5557143092155457
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",128,0.0,2.0,0.5057142972946167,0.5057142972946167,0.5285714268684387
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",128,0.0,4.5,0.5199999809265137,0.5257142782211304,0.5271428823471069
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",128,0.3,2.0,0.5042856931686401,0.5128571391105652,0.5128571391105652
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",128,0.3,4.5,0.5471428632736206,0.5299999713897705,0.5242857336997986
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",64,0.0,2.0,0.508571445941925,0.5185714364051819,0.5314285755157471
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",64,0.0,4.5,0.5199999809265137,0.5199999809265137,0.5314285755157471
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",64,0.3,2.0,0.5142857432365417,0.5299999713897705,0.5257142782211304
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 2, None)",64,0.3,4.5,0.5299999713897705,0.5042856931686401,0.508571445941925
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",256,0.0,2.0,0.5299999713897705,0.508571445941925,0.5414285659790039
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",256,0.0,4.5,0.5442857146263123,0.5142857432365417,0.5514285564422607
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",256,0.3,2.0,0.5185714364051819,0.5,0.5157142877578735
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",256,0.3,4.5,0.5414285659790039,0.5385714173316956,0.5542857050895691
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",128,0.0,2.0,0.5014285445213318,0.5114285945892334,0.522857129573822
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",128,0.0,4.5,0.508571445941925,0.5199999809265137,0.5371428728103638
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",128,0.3,2.0,0.5071428418159485,0.5028571486473083,0.5057142972946167
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",128,0.3,4.5,0.5414285659790039,0.5257142782211304,0.5400000214576721
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",64,0.0,2.0,0.5257142782211304,0.522857129573822,0.5271428823471069
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",64,0.0,4.5,0.5028571486473083,0.5242857336997986,0.5357142686843872
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",64,0.3,2.0,0.5171428322792053,0.5071428418159485,0.5157142877578735
0.1,40,"['AFz', 'F7', 'F6']",,"slice(1, 5, None)",64,0.3,4.5,0.5242857336997986,0.5285714268684387,0.5257142782211304
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",256,0.0,2.0,0.5328571200370789,0.5199999809265137,0.5171428322792053
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",256,0.0,4.5,0.5757142901420593,0.5799999833106995,0.5757142901420593
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",256,0.3,2.0,0.5514285564422607,0.5057142972946167,0.5428571701049805
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",256,0.3,4.5,0.572857141494751,0.5828571319580078,0.5885714292526245
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",128,0.0,2.0,0.5114285945892334,0.5271428823471069,0.5328571200370789
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",128,0.0,4.5,0.5685714483261108,0.5671428442001343,0.5485714077949524
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",128,0.3,2.0,0.5400000214576721,0.5514285564422607,0.5357142686843872
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",128,0.3,4.5,0.5685714483261108,0.5699999928474426,0.5771428346633911
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",64,0.0,2.0,0.5028571486473083,0.5185714364051819,0.5099999904632568
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",64,0.0,4.5,0.5528571605682373,0.5542857050895691,0.5257142782211304
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",64,0.3,2.0,0.5257142782211304,0.5257142782211304,0.558571457862854
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(None, 1, None)",64,0.3,4.5,0.550000011920929,0.5557143092155457,0.5185714364051819
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",256,0.0,2.0,0.5199999809265137,0.5242857336997986,0.5385714173316956
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",256,0.0,4.5,0.550000011920929,0.5299999713897705,0.5557143092155457
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",256,0.3,2.0,0.5099999904632568,0.5114285945892334,0.5057142972946167
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",256,0.3,4.5,0.558571457862854,0.5342857241630554,0.5685714483261108
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",128,0.0,2.0,0.5099999904632568,0.4985714256763458,0.5299999713897705
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",128,0.0,4.5,0.5328571200370789,0.5400000214576721,0.550000011920929
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",128,0.3,2.0,0.4985714256763458,0.5028571486473083,0.5099999904632568
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",128,0.3,4.5,0.558571457862854,0.5328571200370789,0.5442857146263123
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",64,0.0,2.0,0.5271428823471069,0.5142857432365417,0.5371428728103638
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",64,0.0,4.5,0.522857129573822,0.5242857336997986,0.5328571200370789
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",64,0.3,2.0,0.5114285945892334,0.5214285850524902,0.5114285945892334
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 2, None)",64,0.3,4.5,0.5171428322792053,0.5257142782211304,0.5242857336997986
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",256,0.0,2.0,0.5185714364051819,0.5171428322792053,0.5185714364051819
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",256,0.0,4.5,0.5285714268684387,0.5171428322792053,0.550000011920929
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",256,0.3,2.0,0.5099999904632568,0.5099999904632568,0.5128571391105652
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",256,0.3,4.5,0.545714259147644,0.5271428823471069,0.5400000214576721
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",128,0.0,2.0,0.5142857432365417,0.5285714268684387,0.5242857336997986
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",128,0.0,4.5,0.5371428728103638,0.5214285850524902,0.5414285659790039
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",128,0.3,2.0,0.5142857432365417,0.5114285945892334,0.4985714256763458
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",128,0.3,4.5,0.5442857146263123,0.522857129573822,0.5442857146263123
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",64,0.0,2.0,0.5142857432365417,0.4985714256763458,0.5285714268684387
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",64,0.0,4.5,0.5242857336997986,0.5242857336997986,0.5299999713897705
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",64,0.3,2.0,0.5214285850524902,0.5257142782211304,0.5057142972946167
0.1,40,"['AFz', 'F7', 'F6']","(None, 0)","slice(1, 5, None)",64,0.3,4.5,0.5214285850524902,0.5057142972946167,0.5385714173316956
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",256,0.0,2.0,0.5414285659790039,0.5314285755157471,0.5142857432365417
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",256,0.0,4.5,0.5885714292526245,0.5614285469055176,0.5742856860160828
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",256,0.3,2.0,0.5328571200370789,0.5242857336997986,0.5
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",256,0.3,4.5,0.604285717010498,0.5857142806053162,0.5557143092155457
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",128,0.0,2.0,0.5357142686843872,0.5142857432365417,0.5099999904632568
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",128,0.0,4.5,0.5271428823471069,0.550000011920929,0.5428571701049805
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",128,0.3,2.0,0.5257142782211304,0.5057142972946167,0.5271428823471069
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",128,0.3,4.5,0.5542857050895691,0.550000011920929,0.5385714173316956
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",64,0.0,2.0,0.5128571391105652,0.5414285659790039,0.5257142782211304
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",64,0.0,4.5,0.5628571510314941,0.558571457862854,0.5314285755157471
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",64,0.3,2.0,0.5214285850524902,0.5257142782211304,0.5185714364051819
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(None, 1, None)",64,0.3,4.5,0.5328571200370789,0.5285714268684387,0.5185714364051819
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",256,0.0,2.0,0.5271428823471069,0.5242857336997986,0.508571445941925
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",256,0.0,4.5,0.558571457862854,0.5271428823471069,0.5514285564422607
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",256,0.3,2.0,0.5242857336997986,0.5199999809265137,0.5114285945892334
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",256,0.3,4.5,0.5614285469055176,0.5357142686843872,0.5757142901420593
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",128,0.0,2.0,0.5142857432365417,0.5214285850524902,0.5157142877578735
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",128,0.0,4.5,0.5671428442001343,0.5400000214576721,0.5357142686843872
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",128,0.3,2.0,0.5114285945892334,0.5157142877578735,0.508571445941925
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",128,0.3,4.5,0.5514285564422607,0.522857129573822,0.5400000214576721
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",64,0.0,2.0,0.558571457862854,0.522857129573822,0.5471428632736206
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",64,0.0,4.5,0.5257142782211304,0.5057142972946167,0.522857129573822
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",64,0.3,2.0,0.5185714364051819,0.522857129573822,0.5185714364051819
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 2, None)",64,0.3,4.5,0.5214285850524902,0.5185714364051819,0.5342857241630554
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 5, None)",256,0.0,2.0,0.5028571486473083,0.5271428823471069,0.5257142782211304
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 5, None)",256,0.0,4.5,0.550000011920929,0.5299999713897705,0.5328571200370789
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 5, None)",256,0.3,2.0,0.5185714364051819,0.508571445941925,0.5285714268684387
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 5, None)",256,0.3,4.5,0.5614285469055176,0.5214285850524902,0.5742856860160828
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 5, None)",128,0.0,2.0,0.5128571391105652,0.508571445941925,0.5071428418159485
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 5, None)",128,0.0,4.5,0.5600000023841858,0.522857129573822,0.5400000214576721
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 5, None)",128,0.3,2.0,0.5071428418159485,0.5171428322792053,0.508571445941925
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 5, None)",128,0.3,4.5,0.558571457862854,0.5328571200370789,0.545714259147644
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 5, None)",64,0.0,2.0,0.5257142782211304,0.5014285445213318,0.5057142972946167
0.1,40,"['AFz', 'F7', 'F6', 'T3', 'T4', 'P7', 'PO3', 'O1', 'PO4', 'P8', 'C4', 'P6']",,"slice(1, 5, None)",64,0.0,4.5,0.5271428823471069,0.5071428418159485,0.5271428823471069
